Species_ID,body_mass_g,body_length_max_mm,Class,Order,Family,Species,body_mass_databases,new_body_mass_g
B278,95,NA,Aves,Coraciiformes,Alcedinidae,Ceryle rudis,86.4,86.4
B279,49,NA,Aves,Coraciiformes,Meropidae,Merops superciliosus,NA,49
B28,11000,NA,Aves,Pelecaniformes,Pelecanidae,Pelecanus onocrotalus,7590,7590
B280,61,NA,Aves,Coraciiformes,Meropidae,Merops apiaster,54.4,54.4
B281,132.5,NA,Aves,Coraciiformes,Coraciidae,Coracias garrulus,148,148
B282,67.5,NA,Aves,Coraciiformes,Upupidae,Upupa epops,65.5,65.5
B283,37.5,NA,Aves,Piciformes,Picidae,Jynx torquilla,35.9,35.9
B284,20,NA,Aves,Piciformes,Picidae,Dendrocopos minor,22,22
B285,65,NA,Aves,Piciformes,Picidae,Dendrocopos medius,58.8,58.8
B286,108,NA,NA,NA,NA,Dendrocopos leucotos,105.5,105.5
B287,80,NA,Aves,Piciformes,Picidae,Dendrocopos major,89.6,89.6
B288,76.75,NA,Aves,Piciformes,Picidae,Dendrocopos syriacus,74,74
B289,63.72,NA,Aves,Piciformes,Picidae,Picoides tridactylus,61.2,61.2
B29,10687.5,NA,Aves,Pelecaniformes,Pelecanidae,Pelecanus crispus,NA,10687.5
B290,325,NA,Aves,Piciformes,Picidae,Dryocopus martius,255,255
B291,200,NA,Aves,Piciformes,Picidae,Picus viridis,198,198
B292,145,NA,Aves,Piciformes,Picidae,Picus canus,136,136
B293,26,NA,Aves,Passeriformes,Alaudidae,Ammomanes deserti,NA,26
B294,65,NA,Aves,Passeriformes,Alaudidae,Melanocorypha calandra,NA,65
B295,53.3,NA,Aves,Passeriformes,Alaudidae,Melanocorypha bimaculata,NA,53.3
B296,45.5,NA,Aves,Passeriformes,Alaudidae,Melanocorypha leucoptera,NA,45.5
B297,21.5,NA,Aves,Passeriformes,Alaudidae,Calandrella brachydactyla,NA,21.5
B298,23.3083,NA,Aves,Passeriformes,Alaudidae,Calandrella rufescens,NA,23.3083
B299,21.8,NA,Aves,Passeriformes,Alaudidae,Calandrella cheleensis,NA,21.8
B3,4134,NA,Aves,Gaviiformes,Gaviidae,Gavia immer,4500,4500
B30,900,NA,Aves,Ciconiiformes,Ardeidae,Ardea cinerea,1361,1361
B300,39.4,NA,Aves,Passeriformes,Alaudidae,Chersophilus duponti,NA,39.4
B301,40,NA,Aves,Passeriformes,Alaudidae,Galerida cristata,NA,40
B302,26,NA,Aves,Passeriformes,Alaudidae,Lullula arborea,NA,26
B303,45,NA,Aves,Passeriformes,Alaudidae,Alauda arvensis,NA,45
B304,36.58,NA,Aves,Passeriformes,Alaudidae,Eremophila alpestris,NA,36.58
B305,15,NA,Aves,Passeriformes,Hirundinidae,Riparia riparia,NA,15
B306,21,NA,Aves,Passeriformes,Hirundinidae,Ptyonoprogne rupestris,NA,21
B307,20.5,NA,Aves,Passeriformes,Hirundinidae,Hirundo rustica,NA,20.5
B308,19.5,NA,Aves,Passeriformes,Hirundinidae,Hirundo daurica,NA,19.5
B309,18,NA,Aves,Passeriformes,Hirundinidae,Delichon urbicum,NA,18
B31,1000,NA,Aves,Ciconiiformes,Ardeidae,Ardea purpurea,830,830
B310,21.71,NA,Aves,Passeriformes,Motacillidae,Motacilla alba,NA,21.71
B311,21.09,NA,Aves,Passeriformes,Motacillidae,Motacilla citreola,NA,21.09
B312,17.2,NA,Aves,Passeriformes,Motacillidae,Motacilla flava,NA,17.2
B313,20,NA,Aves,Passeriformes,Motacillidae,Motacilla cinerea,NA,20
B314,24,NA,Aves,Passeriformes,Motacillidae,Anthus campestris,NA,24
B315,16.5,NA,Aves,Passeriformes,Motacillidae,Anthus berthelotii,NA,16.5
B316,22.5,NA,Aves,Passeriformes,Motacillidae,Anthus trivialis,NA,22.5
B317,22.2,NA,Aves,Passeriformes,Motacillidae,Anthus hodgsoni,NA,22.2
B318,20.5,NA,Aves,Passeriformes,Motacillidae,Anthus pratensis,NA,20.5
B319,20.74,NA,Aves,Passeriformes,Motacillidae,Anthus cervinus,NA,20.74
B32,1680,NA,Aves,Ciconiiformes,Ardeidae,Egretta alba,NA,1680
B320,24.6,NA,Aves,Passeriformes,Motacillidae,Anthus petrosus,NA,24.6
B321,22,NA,Aves,Passeriformes,Motacillidae,Anthus spinoletta,NA,22
B322,44,NA,Aves,Passeriformes,Pycnonotidae,Pycnonotus xanthopygos,NA,44
B323,6,NA,Aves,Passeriformes,Reguliidae,Regulus regulus,NA,6
B324,6,NA,Aves,Passeriformes,Reguliidae,Regulus ignicapillus,NA,6
B325,59.94,NA,Aves,Passeriformes,Bombycillidae,Bombycilla garrulus,NA,59.94
B326,65,NA,Aves,Passeriformes,Cinclidae,Cinclus cinclus,NA,65
B327,10.5,NA,Aves,Passeriformes,Troglodytidae,Troglodytes troglodytes,NA,10.5
B328,40,NA,Aves,Passeriformes,Prunellidae,Prunella collaris,NA,40
B329,18.3,NA,Aves,Passeriformes,Prunellidae,Prunella montanella,NA,18.3
B33,500,NA,Aves,Ciconiiformes,Ardeidae,Egretta garzetta,510,510
B330,25,NA,Aves,Passeriformes,Prunellidae,Prunella ocularis,NA,25
B331,18.77,NA,Aves,Passeriformes,Prunellidae,Prunella atrogularis,NA,18.77
B332,20,NA,Aves,Passeriformes,Prunellidae,Prunella modularis,NA,20
B333,53.5,NA,Aves,Passeriformes,Muscicapidae,Monticola saxatilis,NA,53.5
B334,45.5,NA,Aves,Passeriformes,Muscicapidae,Monticola solitarius,NA,45.5
B335,135.68,NA,Aves,Passeriformes,Turdidae,Zoothera dauma,NA,135.68
B336,110,NA,Aves,Passeriformes,Turdidae,Turdus torquatus,NA,110
B337,95,NA,Aves,Passeriformes,Turdidae,Turdus merula,NA,95
B338,87.83,NA,Aves,Passeriformes,Turdidae,Turdus ruficollis,NA,87.83
B339,110,NA,Aves,Passeriformes,Turdidae,Turdus pilaris,NA,110
B34,275,NA,Aves,Ciconiiformes,Ardeidae,Ardeola ralloides,291,291
B340,57.41,NA,Aves,Passeriformes,Turdidae,Turdus iliacus,NA,57.41
B341,77.5,NA,Aves,Passeriformes,Turdidae,Turdus philomelos,NA,77.5
B342,125,NA,Aves,Passeriformes,Turdidae,Turdus viscivorus,NA,125
B343,10,NA,Aves,Passeriformes,Cisticolidae,Cisticola juncidis,NA,10
B344,6.6,NA,Aves,Passeriformes,Cisticolidae,Prinia gracilis,NA,6.6
B345,14,NA,Aves,Passeriformes,Sylviidae,Cettia cetti,NA,14
B346,9.47,NA,Aves,Passeriformes,Sylviidae,Locustella lanceolata,NA,9.47
B347,13,NA,Aves,Passeriformes,Sylviidae,Locustella naevia,NA,13
B348,18.13,NA,Aves,Passeriformes,Sylviidae,Locustella fluviatilis,NA,18.13
B349,16,NA,Aves,Passeriformes,Sylviidae,Locustella luscinioides,NA,16
B35,350,NA,Aves,Ciconiiformes,Ardeidae,Bubulcus ibis,304,304
B350,11.28,NA,Aves,Passeriformes,Sylviidae,Acrocephalus melanopogon,NA,11.28
B351,12.85,NA,Aves,Passeriformes,Sylviidae,Acrocephalus paludicola,NA,12.85
B352,11.5,NA,Aves,Passeriformes,Sylviidae,Acrocephalus schoenobaenus,NA,11.5
B353,10.5,NA,Aves,Passeriformes,Sylviidae,Acrocephalus agricola,NA,10.5
B354,12.5,NA,Aves,Passeriformes,Sylviidae,Acrocephalus scirpaceus,NA,12.5
B355,11.85,NA,Aves,Passeriformes,Sylviidae,Acrocephalus dumetorum,NA,11.85
B356,13,NA,Aves,Passeriformes,Sylviidae,Acrocephalus palustris,NA,13
B357,31,NA,Aves,Passeriformes,Sylviidae,Acrocephalus arundinaceus,NA,31
B358,8.868,NA,Aves,Passeriformes,Sylviidae,Hippolais caligata,NA,8.868
B359,9.5,NA,Aves,Passeriformes,Sylviidae,Hippolais pallida,NA,9.5
B36,872.5,NA,Aves,Ciconiiformes,Ardeidae,Nycticorax nycticorax,590,590
B360,12,NA,Aves,Passeriformes,Sylviidae,Hippolais languida,NA,12
B361,18.4,NA,Aves,Passeriformes,Sylviidae,Hippolais olivetorum,NA,18.4
B362,12.5,NA,Aves,Passeriformes,Sylviidae,Hippolais polyglotta,NA,12.5
B363,17.5,NA,Aves,Passeriformes,Sylviidae,Hippolais icterina,NA,17.5
B364,9,NA,Aves,Passeriformes,Sylviidae,Phylloscopus trochilus,NA,9
B365,7.5,NA,Aves,Passeriformes,Sylviidae,Phylloscopus collybita,NA,7.5
B366,8.25,NA,Aves,Passeriformes,Sylviidae,Phylloscopus sindianus,NA,8.25
B367,8,NA,Aves,Passeriformes,Sylviidae,Phylloscopus bonelli,NA,8
B368,9.5,NA,Aves,Passeriformes,Sylviidae,Phylloscopus sibilatrix,NA,9.5
B369,6.3,NA,Aves,Passeriformes,Sylviidae,Phylloscopus inornatus,NA,6.3
B37,137.5,NA,Aves,Ciconiiformes,Ardeidae,Ixobrychus minutus,146,146
B370,10,NA,Aves,Passeriformes,Sylviidae,Phylloscopus borealis,NA,10
B371,7.42,NA,Aves,Passeriformes,Sylviidae,Phylloscopus trochiloides,NA,7.42
B372,17,NA,Aves,Passeriformes,Sylviidae,Sylvia atricapilla,NA,17
B373,19.5,NA,Aves,Passeriformes,Sylviidae,Sylvia borin,NA,19.5
B374,15,NA,Aves,Passeriformes,Sylviidae,Sylvia communis,NA,15
B375,13,NA,Aves,Passeriformes,Sylviidae,Sylvia curruca,NA,13
B376,24.77,NA,Aves,Passeriformes,Sylviidae,Sylvia nisoria,NA,24.77
B377,23.5,NA,Aves,Passeriformes,Sylviidae,Sylvia hortensis,NA,23.5
B378,13.2,NA,Aves,Passeriformes,Sylviidae,Sylvia rueppelli,NA,13.2
B379,11,NA,Aves,Passeriformes,Sylviidae,Sylvia cantillans,NA,11
B38,1000,NA,Aves,Ciconiiformes,Ardeidae,Botaurus stellaris,2017,2017
B380,13,NA,Aves,Passeriformes,Sylviidae,Sylvia melanocephala,NA,13
B381,11.4,NA,Aves,Passeriformes,Sylviidae,Sylvia melanothorax,NA,11.4
B382,9.7,NA,Aves,Passeriformes,Sylviidae,Sylvia mystacea,NA,9.7
B383,9,NA,Aves,Passeriformes,Sylviidae,Sylvia conspicillata,NA,9
B384,11,NA,Aves,Passeriformes,Sylviidae,Sylvia undata,NA,11
B385,9.6,NA,Aves,Passeriformes,Sylviidae,Sylvia sarda,NA,9.6
B386,16,NA,Aves,Passeriformes,Muscicapidae,Muscicapa striata,NA,16
B387,12,NA,Aves,Passeriformes,Muscicapidae,Ficedula hypoleuca,NA,12
B388,14.64,NA,Aves,Passeriformes,Muscicapidae,Ficedula albicollis,NA,14.64
B389,14.15,NA,Aves,Passeriformes,Muscicapidae,Ficedula semitorquata,NA,14.15
B39,3000,NA,Aves,Ciconiiformes,Ciconiidae,Ciconia nigra,NA,3000
B390,9.5,NA,Aves,Passeriformes,Muscicapidae,Ficedula parva,NA,9.5
B391,19,NA,Aves,Passeriformes,Muscicapidae,Erithacus rubecula,NA,19
B392,25,NA,Aves,Passeriformes,Muscicapidae,Luscinia luscinia,NA,25
B393,22.5,NA,Aves,Passeriformes,Muscicapidae,Luscinia megarhynchos,NA,22.5
B394,22,NA,Aves,Passeriformes,Muscicapidae,Luscinia calliope,NA,22
B395,19,NA,Aves,Passeriformes,Muscicapidae,Luscinia svecica,NA,19
B396,13.42,NA,Aves,Passeriformes,Muscicapidae,Tarsiger cyanurus,NA,13.42
B397,22.9,NA,Aves,Passeriformes,Muscicapidae,Irania gutturalis,NA,22.9
B398,20.83,NA,Aves,Passeriformes,Muscicapidae,Cercotrichas galactotes,NA,20.83
B399,17,NA,Aves,Passeriformes,Muscicapidae,Phoenicurus ochruros,NA,17
B4,5231.1,NA,Aves,Gaviiformes,Gaviidae,Gavia adamsii,5212.5,5212.5
B40,3250,NA,Aves,Ciconiiformes,Ciconiidae,Ciconia ciconia,3150,3150
B400,16,NA,Aves,Passeriformes,Muscicapidae,Phoenicurus phoenicurus,NA,16
B401,20,NA,Aves,Passeriformes,Muscicapidae,Saxicola rubetra,NA,20
B402,15.5,NA,Aves,Passeriformes,Muscicapidae,Saxicola torquata,NA,15.5
B403,41,NA,Aves,Passeriformes,Muscicapidae,Oenanthe leucura,NA,41
B404,23.5,NA,Aves,Passeriformes,Muscicapidae,Oenanthe oenanthe,NA,23.5
B405,26.8,NA,Aves,Passeriformes,Muscicapidae,Oenanthe finschii,NA,26.8
B406,18.61,NA,Aves,Passeriformes,Muscicapidae,Oenanthe pleschanka,NA,18.61
B407,18.5,NA,Aves,Passeriformes,Muscicapidae,Oenanthe hispanica,NA,18.5
B408,22.5,NA,Aves,Passeriformes,Muscicapidae,Oenanthe chrysopygia,NA,22.5
B409,19.1,NA,Aves,Passeriformes,Muscicapidae,Oenanthe deserti,NA,19.1
B41,634,NA,Aves,Ciconiiformes,Threskiornithidae,Plegadis falcinellus,605,605
B410,18.6,NA,Aves,Passeriformes,Muscicapidae,Oenanthe cypriaca,NA,18.6
B411,27.99,NA,Aves,Passeriformes,Muscicapidae,Oenanthe isabellina,NA,27.99
B412,15,NA,Aves,Passeriformes,Timaliidae,Panurus biarmicus,NA,15
B413,8,NA,Aves,Passeriformes,Aegithalidae,Aegithalos caudatus,NA,8
B414,15.8,NA,Aves,Passeriformes,Paridae,Parus lugubris,NA,15.8
B415,10.5,NA,Aves,Passeriformes,Paridae,Parus palustris,NA,10.5
B416,10.5,NA,Aves,Passeriformes,Paridae,Parus montanus,NA,10.5
B417,12.45,NA,Aves,Passeriformes,Paridae,Parus cinctus,NA,12.45
B418,9,NA,Aves,Passeriformes,Paridae,Parus ater,NA,9
B419,11.5,NA,Aves,Passeriformes,Paridae,Parus cristatus,NA,11.5
B42,1450,NA,Aves,Ciconiiformes,Threskiornithidae,Platalea leucorodia,1130,1130
B420,18.5,NA,Aves,Passeriformes,Paridae,Parus major,NA,18.5
B421,10.5,NA,Aves,Passeriformes,Paridae,Parus caeruleus,NA,10.5
B422,12.68,NA,Aves,Passeriformes,Paridae,Parus cyanus,NA,12.68
B423,21.5,NA,Aves,Passeriformes,Sittidae,Sitta europaea,NA,21.5
B424,11.8,NA,Aves,Passeriformes,Sittidae,Sitta whiteheadi,NA,11.8
B425,12.5,NA,Aves,Passeriformes,Sittidae,Sitta krueperi,NA,12.5
B426,31,NA,Aves,Passeriformes,Sittidae,Sitta neumayer,NA,31
B427,46.7,NA,Aves,Passeriformes,Sittidae,Sitta tephronota,NA,46.7
B428,17.5,NA,Aves,Passeriformes,Sittidae,Tichodroma muraria,NA,17.5
B429,9.5,NA,Aves,Passeriformes,Certhiidae,Certhia familiaris,NA,9.5
B43,3052,NA,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus roseus,NA,3052
B430,10,NA,Aves,Passeriformes,Certhiidae,Certhia brachydactyla,NA,10
B431,8.98,NA,Aves,Passeriformes,Remizidae,Remiz pendulinus,NA,8.98
B432,71.5,NA,Aves,Passeriformes,Oriolidae,Oriolus oriolus,72.8,72.8
B433,34.5,NA,Aves,Passeriformes,Laniidae,Lanius collurio,32.5,32.5
B434,54.5,NA,Aves,Passeriformes,Laniidae,Lanius excubitor,NA,54.5
B435,55.8,NA,Aves,Passeriformes,Laniidae,Lanius meridionalis,NA,55.8
B436,49.27,NA,Aves,Passeriformes,Laniidae,Lanius minor,47.2,47.2
B437,22.8,NA,Aves,Passeriformes,Laniidae,Lanius nubicus,24,24
B438,39,NA,Aves,Passeriformes,Laniidae,Lanius senator,37.4,37.4
B439,82.7,NA,Aves,Passeriformes,Corvidae,Perisoreus infaustus,81.8,81.8
B44,11000,NA,Aves,Anseriformes,Anatidae,Cygnus olor,9670,9670
B440,165,NA,Aves,Passeriformes,Corvidae,Garrulus glandarius,163.5,163.5
B441,73.283,NA,Aves,Passeriformes,Corvidae,Cyanopica cyanus,NA,73.283
B442,177.5,NA,Aves,Passeriformes,Corvidae,Pica pica,220,220
B443,175,NA,Aves,Passeriformes,Corvidae,Nucifraga caryocatactes,188,188
B444,320,NA,Aves,Passeriformes,Corvidae,Pyrrhocorax pyrrhocorax,236.3,236.3
B445,207.5,NA,Aves,Passeriformes,Corvidae,Pyrrhocorax graculus,212.5,212.5
B446,245,NA,Aves,Passeriformes,Corvidae,Corvus monedula,215,215
B447,450,NA,Aves,Passeriformes,Corvidae,Corvus frugilegus,418,418
B448,517.622,NA,Aves,Passeriformes,Corvidae,Corvus corone,512,512
B449,1145,NA,Aves,Passeriformes,Corvidae,Corvus corax,1147.1,1147.1
B45,9535,NA,Aves,Anseriformes,Anatidae,Cygnus cygnus,8750,8750
B450,75.05,NA,Aves,Passeriformes,Sturnidae,Sturnus roseus,NA,75.05
B451,78,NA,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,NA,78
B452,90,NA,Aves,Passeriformes,Sturnidae,Sturnus unicolor,NA,90
B453,27,NA,Aves,Passeriformes,Emberizidae,Emberiza citrinella,NA,27
B454,27.5,NA,Aves,Passeriformes,Emberizidae,Emberiza leucocephalos,NA,27.5
B455,21,NA,Aves,Passeriformes,Emberizidae,Emberiza cirlus,NA,21
B456,25,NA,Aves,Passeriformes,Emberizidae,Emberiza cia,NA,25
B457,21.1,NA,Aves,Passeriformes,Emberizidae,Emberiza buchanani,NA,21.1
B458,22.3,NA,Aves,Passeriformes,Emberizidae,Emberiza cineracea,NA,22.3
B459,23,NA,Aves,Passeriformes,Emberizidae,Emberiza hortulana,NA,23
B46,6050,NA,Aves,Anseriformes,Anatidae,Cygnus columbianus,6305,6305
B460,21.1,NA,Aves,Passeriformes,Emberizidae,Emberiza caesia,NA,21.1
B461,14.413,NA,Aves,Passeriformes,Emberizidae,Emberiza pusilla,NA,14.413
B462,20.55,NA,Aves,Passeriformes,Emberizidae,Emberiza rustica,NA,20.55
B463,21.4,NA,Aves,Passeriformes,Emberizidae,Emberiza aureola,NA,21.4
B464,28.01,NA,Aves,Passeriformes,Emberizidae,Emberiza melanocephala,NA,28.01
B465,24.3,NA,Aves,Passeriformes,Emberizidae,Emberiza bruniceps,NA,24.3
B466,14.4,NA,Aves,Passeriformes,Emberizidae,Emberiza pallasi,NA,14.4
B467,20.5,NA,Aves,Passeriformes,Emberizidae,Emberiza schoeniclus,NA,20.5
B468,46.5,NA,Aves,Passeriformes,Emberizidae,Miliaria calandra,NA,46.5
B469,24.093,NA,Aves,Passeriformes,Emberizidae,Calcarius lapponicus,NA,24.093
B47,3020.5,NA,Aves,Anseriformes,Anatidae,Anser fabalis,2843,2843
B470,36.21,NA,Aves,Passeriformes,Emberizidae,Plectrophenax nivalis,NA,36.21
B471,21.5,NA,Aves,Passeriformes,Fringillidae,Fringilla coelebs,NA,21.5
B472,24.5,NA,Aves,Passeriformes,Fringillidae,Fringilla montifringilla,NA,24.5
B473,54.55,NA,Aves,Passeriformes,Fringillidae,Pinicola enucleator,NA,54.55
B474,22.95,NA,Aves,Passeriformes,Fringillidae,Carpodacus erythrinus,NA,22.95
B475,45.9,NA,Aves,Passeriformes,Fringillidae,Carpodacus rubicilla,NA,45.9
B476,53.2,NA,Aves,Passeriformes,Fringillidae,Loxia pytyopsittacus,NA,53.2
B477,43.2,NA,Aves,Passeriformes,Fringillidae,Loxia scotica,NA,43.2
B478,40,NA,Aves,Passeriformes,Fringillidae,Loxia curvirostra,NA,40
B479,31.7,NA,Aves,Passeriformes,Fringillidae,Loxia leucoptera,NA,31.7
B48,2486.2,NA,Aves,Anseriformes,Anatidae,Anser brachyrhynchus,2520,2520
B480,27.9,NA,Aves,Passeriformes,Fringillidae,Carduelis chloris,NA,27.9
B481,14.1,NA,Aves,Passeriformes,Fringillidae,Carduelis flammea,NA,14.1
B482,12.95,NA,Aves,Passeriformes,Fringillidae,Carduelis hornemanni,NA,12.95
B483,12,NA,Aves,Passeriformes,Fringillidae,Carduelis spinus,NA,12
B484,16,NA,Aves,Passeriformes,Fringillidae,Carduelis carduelis,NA,16
B485,15.2722,NA,Aves,Passeriformes,Fringillidae,Carduelis flavirostris,NA,15.2722
B486,17.5,NA,Aves,Passeriformes,Fringillidae,Carduelis cannabina,NA,17.5
B487,12,NA,Aves,Passeriformes,Fringillidae,Serinus pusillus,NA,12
B488,12,NA,Aves,Passeriformes,Fringillidae,Serinus serinus,NA,12
B489,17.5,NA,Aves,Passeriformes,Fringillidae,Serinus canaria,NA,17.5
B49,2587,NA,Aves,Anseriformes,Anatidae,Anser albifrons,2508,2508
B490,12.5,NA,Aves,Passeriformes,Fringillidae,Serinus citrinella,NA,12.5
B491,26,NA,Aves,Passeriformes,Fringillidae,Pyrrhula pyrrhula,NA,26
B492,30,NA,Aves,Passeriformes,Fringillidae,Pyrrhula murina,NA,30
B493,55,NA,Aves,Passeriformes,Fringillidae,Coccothraustes coccothraustes,NA,55
B494,39.6,NA,Aves,Passeriformes,Fringillidae,Rhodopechys sanguinea,NA,39.6
B495,20.9,NA,Aves,Passeriformes,Fringillidae,Bucanetes githagineus,NA,20.9
B496,20.7,NA,Aves,Passeriformes,Fringillidae,Bucanetes mongolicus,NA,20.7
B497,26.7,NA,Aves,Passeriformes,Fringillidae,Rhodospiza obsoleta,NA,26.7
B498,28,NA,Aves,Passeriformes,Passeridae,Passer italiae,NA,28
B499,30,NA,Aves,Passeriformes,Passeridae,Passer domesticus,NA,30
B5,150,NA,Aves,Podicipediformes,Podicipedidae,Tachybaptus ruficollis,130,130
B50,1650,NA,Aves,Anseriformes,Anatidae,Anser erythropus,1725,1725
B500,27.78,NA,Aves,Passeriformes,Passeridae,Passer hispaniolensis,NA,27.78
B501,18.15,NA,Aves,Passeriformes,Passeridae,Passer moabiticus,NA,18.15
B502,22,NA,Aves,Passeriformes,Passeridae,Passer montanus,NA,22
B503,19,NA,Aves,Passeriformes,Passeridae,Gymnoris xanthocollis,NA,19
B504,30,NA,Aves,Passeriformes,Passeridae,Petronia petronia,NA,30
B505,23.2,NA,Aves,Passeriformes,Passeridae,Petronia brachydactyla,NA,23.2
B506,35.07,NA,Aves,Passeriformes,Passeridae,Montifringilla nivalis,NA,35.07
B507,37.3,NA,Aves,Passeriformes,Alaudidae,Galerida theklae,NA,37.3
B508,360,NA,Aves,Columbiformes,Columbidae,Columba bollii,NA,360
B509,380,NA,Aves,Columbiformes,Columbidae,Columba junoniae,NA,380
B51,2900,NA,Aves,Anseriformes,Anatidae,Anser anser,3237,3237
B510,30.1,NA,Aves,Passeriformes,Fringillidae,Fringilla teydea,NA,30.1
B513,12.1,NA,Aves,Passeriformes,Muscicapidae,Saxicola dacotiae,NA,12.1
B514,238,NA,Aves,Charadriiformes,Charadriidae,Vanellus gregarius,200,200
B515,NA,NA,Aves,Gruiformes,Otididae,Chlamydotis undulata,1360,1360
B516,NA,NA,Aves,Charadriiformes,Glareolidae,Cursorius cursor,128,128
B517,7.5,NA,NA,NA,NA,Phylloscopus ibericus,NA,7.5
B518,11,NA,NA,NA,NA,Sylvia albistriata,NA,11
B519,11,NA,NA,NA,NA,Sylvia subalpina,NA,11
B520,11,NA,NA,NA,NA,Sylvia inornata,NA,11
B521,8,NA,NA,NA,NA,Phylloscopus orientalis,NA,8
B522,6,NA,NA,NA,NA,Regulus madeirensis,NA,6
B523,12.5,NA,NA,NA,NA,Serinus corsicana,NA,12.5
B524,517.622,NA,NA,NA,NA,Corvus cornix,NA,517.622
B525,NA,NA,NA,NA,NA,Chlamydotis macqueenii,NA,NA
B526,7.5,NA,NA,NA,NA,Phylloscopus canariensis,NA,7.5
B53,1719,NA,Aves,Anseriformes,Anatidae,Branta leucopsis,1586,1586
B54,1411,NA,Aves,Anseriformes,Anatidae,Branta bernicla,1230,1230
B56,1363.46,NA,Aves,Anseriformes,Anatidae,Tadorna ferruginea,1100,1100
B57,1250,NA,Aves,Anseriformes,Anatidae,Tadorna tadorna,1043,1043
B58,691,NA,Aves,Anseriformes,Anatidae,Anas penelope,724,724
B59,753,NA,Aves,Anseriformes,Anatidae,Anas strepera,849,849
B6,975,NA,Aves,Podicipediformes,Podicipedidae,Podiceps cristatus,830,830
B60,325,NA,Aves,Anseriformes,Anatidae,Anas crecca,308,308
B61,1125,NA,Aves,Anseriformes,Anatidae,Anas platyrhynchos,1113,1113
B62,818,NA,Aves,Anseriformes,Anatidae,Anas acuta,866,866
B63,370,NA,Aves,Anseriformes,Anatidae,Anas querquedula,310,310
B64,707.4,NA,Aves,Anseriformes,Anatidae,Anas clypeata,590,590
B65,502,NA,Aves,Anseriformes,Anatidae,Marmaronetta angustirostris,492,492
B66,1150,NA,Aves,Anseriformes,Anatidae,Netta rufina,1100,1100
B67,900,NA,Aves,Anseriformes,Anatidae,Aythya ferina,807,807
B68,553.3,NA,Aves,Anseriformes,Anatidae,Aythya nyroca,520,520
B69,725,NA,Aves,Anseriformes,Anatidae,Aythya fuligula,680,680
B7,476,NA,Aves,Podicipediformes,Podicipedidae,Podiceps grisegena,785.4,785.4
B70,1055.3,NA,Aves,Anseriformes,Anatidae,Aythya marila,975,975
B71,1966.67,NA,Aves,Anseriformes,Anatidae,Somateria mollissima,1915,1915
B72,1626,NA,Aves,Anseriformes,Anatidae,Somateria spectabilis,1567,1567
B73,850,NA,Aves,Anseriformes,Anatidae,Polysticta stelleri,842,842
B74,604,NA,Aves,Anseriformes,Anatidae,Histrionicus histrionicus,553,553
B75,741.7778,NA,Aves,Anseriformes,Anatidae,Clangula hyemalis,636,636
B76,1209,NA,Aves,Anseriformes,Anatidae,Melanitta nigra,800,800
B77,1675,NA,Aves,Anseriformes,Anatidae,Melanitta fusca,1730,1730
B78,850,NA,Aves,Anseriformes,Anatidae,Bucephala clangula,800,800
B79,1090,NA,Aves,Anseriformes,Anatidae,Bucephala islandica,730,730
B8,394,NA,Aves,Podicipediformes,Podicipedidae,Podiceps auritus,NA,394
B80,636.83,NA,Aves,Anseriformes,Anatidae,Mergellus albellus,568,568
B81,1034.97,NA,Aves,Anseriformes,Anatidae,Mergus serrator,908,908
B82,1602.71,NA,Aves,Anseriformes,Anatidae,Mergus merganser,1232,1232
B84,751.88,NA,Aves,Anseriformes,Anatidae,Oxyura leucocephala,593,593
